time,EmissionsElectricPower,EmissionsGasPower
0.0,0.2614664645833333,0.015897875933333337
3600.0,0.2614664645833333,0.015897875933333337
7200.0,0.2614664645833333,0.015897875933333337
10800.0,0.2614664645833333,0.015897875933333337
14400.0,0.2614664645833333,0.015897875933333337
18000.0,0.2614664645833333,0.015897875933333337
21600.0,0.2614664645833333,0.015897875933333337
25200.0,0.2614664645833333,0.015897875933333337
28800.0,0.2614664645833333,0.015897875933333337
32400.0,0.2614664645833333,0.015897875933333337
36000.0,0.2614664645833333,0.015897875933333337
39600.0,0.2614664645833333,0.015897875933333337
43200.0,0.2614664645833333,0.015897875933333337
46800.0,0.2614664645833333,0.015897875933333337
50400.0,0.2614664645833333,0.015897875933333337
54000.0,0.2614664645833333,0.015897875933333337
57600.0,0.2614664645833333,0.015897875933333337
61200.0,0.2614664645833333,0.015897875933333337
64800.0,0.2614664645833333,0.015897875933333337
68400.0,0.2614664645833333,0.015897875933333337
72000.0,0.2614664645833333,0.015897875933333337
75600.0,0.2614664645833333,0.015897875933333337
79200.0,0.2614664645833333,0.015897875933333337
82800.0,0.2614664645833333,0.015897875933333337
86400.0,0.2614664645833333,0.015897875933333337
90000.0,0.2614664645833333,0.015897875933333337
93600.0,0.2614664645833333,0.015897875933333337
97200.0,0.2614664645833333,0.015897875933333337
100800.0,0.2614664645833333,0.015897875933333337
104400.0,0.2614664645833333,0.015897875933333337
108000.0,0.2614664645833333,0.015897875933333337
111600.0,0.2614664645833333,0.015897875933333337
115200.0,0.2614664645833333,0.015897875933333337
118800.0,0.2614664645833333,0.015897875933333337
122400.0,0.2614664645833333,0.015897875933333337
126000.0,0.2614664645833333,0.015897875933333337
129600.0,0.2614664645833333,0.015897875933333337
133200.0,0.2614664645833333,0.015897875933333337
136800.0,0.2614664645833333,0.015897875933333337
140400.0,0.2614664645833333,0.015897875933333337
144000.0,0.2614664645833333,0.015897875933333337
147600.0,0.2614664645833333,0.015897875933333337
151200.0,0.2614664645833333,0.015897875933333337
154800.0,0.2614664645833333,0.015897875933333337
158400.0,0.2614664645833333,0.015897875933333337
162000.0,0.2614664645833333,0.015897875933333337
165600.0,0.2614664645833333,0.015897875933333337
169200.0,0.2614664645833333,0.015897875933333337
172800.0,0.2614664645833333,0.015897875933333337
176400.0,0.2614664645833333,0.015897875933333337
180000.0,0.2614664645833333,0.015897875933333337
183600.0,0.2614664645833333,0.015897875933333337
187200.0,0.2614664645833333,0.015897875933333337
190800.0,0.2614664645833333,0.015897875933333337
194400.0,0.2614664645833333,0.015897875933333337
198000.0,0.2614664645833333,0.015897875933333337
201600.0,0.2614664645833333,0.015897875933333337
205200.0,0.2614664645833333,0.015897875933333337
208800.0,0.2614664645833333,0.015897875933333337
212400.0,0.2614664645833333,0.015897875933333337
216000.0,0.2614664645833333,0.015897875933333337
219600.0,0.2614664645833333,0.015897875933333337
223200.0,0.2614664645833333,0.015897875933333337
226800.0,0.2614664645833333,0.015897875933333337
230400.0,0.2614664645833333,0.015897875933333337
234000.0,0.2614664645833333,0.015897875933333337
237600.0,0.2614664645833333,0.015897875933333337
241200.0,0.2614664645833333,0.015897875933333337
244800.0,0.2614664645833333,0.015897875933333337
248400.0,0.2614664645833333,0.015897875933333337
252000.0,0.2614664645833333,0.015897875933333337
255600.0,0.2614664645833333,0.015897875933333337
259200.0,0.2614664645833333,0.015897875933333337
262800.0,0.2614664645833333,0.015897875933333337
266400.0,0.2614664645833333,0.015897875933333337
270000.0,0.2614664645833333,0.015897875933333337
273600.0,0.2614664645833333,0.015897875933333337
277200.0,0.2614664645833333,0.015897875933333337
